Sensor_ID,Timestamp,Voltage (V),Current (A),Temperature (°C),Power (W),Humidity (%),Vibration (m/s²),Equipment_ID,Operational Status,Fault Status,Failure Type,Last Maintenance Date,Maintenance Type,Failure History,Repair Time (hrs),Maintenance Costs (USD),Ambient Temperature (°C),Ambient Humidity (%),External Factors,X,Y,Z,Equipment Relationship,Equipment Criticality,Fault Detected,Predictive Maintenance Trigger
S_413,1/18/2024 4:00,112,0.7,22,78.4,42,0.3,E_13,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,12,12,22,Dependent,High,0,1
S_414,1/18/2024 5:00,113,0.8,23,90.4,43,0.35,E_14,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,13,13,23,Dependent,Medium,0,0
S_415,1/18/2024 6:00,114,0.9,24,102.6,44,0.4,E_15,Operational,Fault Detected,None,12/1/2024,Preventive,Fault Detected,9,190,24,44,Clear Weather,14,14,24,Independent,High,1,0
S_416,1/18/2024 7:00,115,0.5,25,57.5,45,0.2,E_16,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,15,15,25,Dependent,Medium,0,0
S_417,1/18/2024 8:00,116,0.6,26,69.6,46,0.25,E_17,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,16,16,26,Dependent,High,0,1
S_418,1/18/2024 9:00,117,0.7,27,81.9,47,0.3,E_18,Under Maintenance,Fault Detected,None,12/1/2024,Corrective,No Fault,7,220,22,42,Storm,17,17,27,Independent,Medium,1,0
S_419,1/18/2024 10:00,118,0.8,28,94.4,48,0.35,E_19,Operational,No Fault,None,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,18,18,28,Dependent,High,0,0
S_420,1/18/2024 11:00,119,0.9,29,107.1,49,0.4,E_20,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,19,19,29,Dependent,Medium,0,0
S_421,1/18/2024 12:00,110,0.5,20,55,40,0.2,E_21,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,20,20,0,Independent,High,1,1
S_422,1/18/2024 13:00,111,0.6,21,66.6,41,0.25,E_22,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,21,21,1,Dependent,Medium,0,0
S_423,1/18/2024 14:00,112,0.7,22,78.4,42,0.3,E_23,Operational,No Fault,None,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,22,22,2,Dependent,High,0,0
S_424,1/18/2024 15:00,113,0.8,23,90.4,43,0.35,E_24,Under Maintenance,Fault Detected,None,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,23,23,3,Independent,Medium,1,0
S_425,1/18/2024 16:00,114,0.9,24,102.6,44,0.4,E_25,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,24,24,4,Dependent,High,0,1
S_426,1/18/2024 17:00,115,0.5,25,57.5,45,0.2,E_26,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,25,25,5,Dependent,Medium,0,0
S_427,1/18/2024 18:00,116,0.6,26,69.6,46,0.25,E_27,Operational,Fault Detected,None,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,26,26,6,Independent,High,1,0
S_428,1/18/2024 19:00,117,0.7,27,81.9,47,0.3,E_28,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,27,27,7,Dependent,Medium,0,0
S_429,1/18/2024 20:00,118,0.8,28,94.4,48,0.35,E_29,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,28,28,8,Dependent,High,0,1
S_430,1/18/2024 21:00,119,0.9,29,107.1,49,0.4,E_30,Under Maintenance,Fault Detected,None,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,29,29,9,Independent,Medium,1,0
S_431,1/18/2024 22:00,110,0.5,20,55,40,0.2,E_31,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,30,30,10,Dependent,High,0,0
S_432,1/18/2024 23:00,111,0.6,21,66.6,41,0.25,E_32,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,31,31,11,Dependent,Medium,0,0
S_433,1/19/2024 0:00,112,0.7,22,78.4,42,0.3,E_33,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,32,32,12,Independent,High,1,1
S_434,1/19/2024 1:00,113,0.8,23,90.4,43,0.35,E_34,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,33,33,13,Dependent,Medium,0,0
S_435,1/19/2024 2:00,114,0.9,24,102.6,44,0.4,E_35,Operational,No Fault,None,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,34,34,14,Dependent,High,0,0
S_436,1/19/2024 3:00,115,0.5,25,57.5,45,0.2,E_36,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,35,35,15,Independent,Medium,1,0
S_437,1/19/2024 4:00,116,0.6,26,69.6,46,0.25,E_37,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,36,36,16,Dependent,High,0,1
S_438,1/19/2024 5:00,117,0.7,27,81.9,47,0.3,E_38,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,37,37,17,Dependent,Medium,0,0
S_439,1/19/2024 6:00,118,0.8,28,94.4,48,0.35,E_39,Operational,Fault Detected,None,12/1/2024,Preventive,Fault Detected,8,230,23,43,Clear Weather,38,38,18,Independent,High,1,0
S_440,1/19/2024 7:00,119,0.9,29,107.1,49,0.4,E_40,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,39,39,19,Dependent,Medium,0,0
S_441,1/19/2024 8:00,110,0.5,20,55,40,0.2,E_41,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,40,40,20,Dependent,High,0,1
S_442,1/19/2024 9:00,111,0.6,21,66.6,41,0.25,E_42,Under Maintenance,Fault Detected,None,12/1/2024,Corrective,No Fault,6,160,21,41,Storm,41,41,21,Independent,Medium,1,0
S_443,1/19/2024 10:00,112,0.7,22,78.4,42,0.3,E_43,Operational,No Fault,None,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,42,42,22,Dependent,High,0,0
S_444,1/19/2024 11:00,113,0.8,23,90.4,43,0.35,E_44,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,43,43,23,Dependent,Medium,0,0
S_445,1/19/2024 12:00,114,0.9,24,102.6,44,0.4,E_45,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,9,190,24,44,Clear Weather,44,44,24,Independent,High,1,1
S_446,1/19/2024 13:00,115,0.5,25,57.5,45,0.2,E_46,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,45,45,25,Dependent,Medium,0,0
S_447,1/19/2024 14:00,116,0.6,26,69.6,46,0.25,E_47,Operational,No Fault,None,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,46,46,26,Dependent,High,0,0
S_448,1/19/2024 15:00,117,0.7,27,81.9,47,0.3,E_48,Under Maintenance,Fault Detected,None,12/1/2024,Corrective,No Fault,7,220,22,42,Storm,47,47,27,Independent,Medium,1,0
S_449,1/19/2024 16:00,118,0.8,28,94.4,48,0.35,E_49,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,48,48,28,Dependent,High,0,1
S_450,1/19/2024 17:00,119,0.9,29,107.1,49,0.4,E_50,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,49,49,29,Dependent,Medium,0,0
S_451,1/19/2024 18:00,110,0.5,20,55,40,0.2,E_1,Operational,Fault Detected,Overheating,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,50,0,0,Independent,High,1,0
S_452,1/19/2024 19:00,111,0.6,21,66.6,41,0.25,E_2,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,51,1,1,Dependent,Medium,0,0
S_453,1/19/2024 20:00,112,0.7,22,78.4,42,0.3,E_3,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,52,2,2,Dependent,High,0,1
S_454,1/19/2024 21:00,113,0.8,23,90.4,43,0.35,E_4,Under Maintenance,Fault Detected,None,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,53,3,3,Independent,Medium,1,0
S_455,1/19/2024 22:00,114,0.9,24,102.6,44,0.4,E_5,Operational,No Fault,None,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,54,4,4,Dependent,High,0,0
S_456,1/19/2024 23:00,115,0.5,25,57.5,45,0.2,E_6,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,55,5,5,Dependent,Medium,0,0
S_457,1/20/2024 0:00,116,0.6,26,69.6,46,0.25,E_7,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,56,6,6,Independent,High,1,1
S_458,1/20/2024 1:00,117,0.7,27,81.9,47,0.3,E_8,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,57,7,7,Dependent,Medium,0,0
S_459,1/20/2024 2:00,118,0.8,28,94.4,48,0.35,E_9,Operational,No Fault,None,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,58,8,8,Dependent,High,0,0
S_460,1/20/2024 3:00,119,0.9,29,107.1,49,0.4,E_10,Under Maintenance,Fault Detected,None,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,59,9,9,Independent,Medium,1,0
S_461,1/20/2024 4:00,110,0.5,20,55,40,0.2,E_11,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,60,10,10,Dependent,High,0,1
S_462,1/20/2024 5:00,111,0.6,21,66.6,41,0.25,E_12,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,61,11,11,Dependent,Medium,0,0
S_463,1/20/2024 6:00,112,0.7,22,78.4,42,0.3,E_13,Operational,Fault Detected,None,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,62,12,12,Independent,High,1,0
S_464,1/20/2024 7:00,113,0.8,23,90.4,43,0.35,E_14,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,63,13,13,Dependent,Medium,0,0
S_465,1/20/2024 8:00,114,0.9,24,102.6,44,0.4,E_15,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,64,14,14,Dependent,High,0,1
S_466,1/20/2024 9:00,115,0.5,25,57.5,45,0.2,E_16,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,65,15,15,Independent,Medium,1,0
S_467,1/20/2024 10:00,116,0.6,26,69.6,46,0.25,E_17,Operational,No Fault,None,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,66,16,16,Dependent,High,0,0
S_468,1/20/2024 11:00,117,0.7,27,81.9,47,0.3,E_18,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,67,17,17,Dependent,Medium,0,0
S_469,1/20/2024 12:00,118,0.8,28,94.4,48,0.35,E_19,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,8,230,23,43,Clear Weather,68,18,18,Independent,High,1,1
S_470,1/20/2024 13:00,119,0.9,29,107.1,49,0.4,E_20,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,69,19,19,Dependent,Medium,0,0
S_471,1/20/2024 14:00,110,0.5,20,55,40,0.2,E_21,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,70,20,20,Dependent,High,0,0
S_472,1/20/2024 15:00,111,0.6,21,66.6,41,0.25,E_22,Under Maintenance,Fault Detected,None,12/1/2024,Corrective,No Fault,6,160,21,41,Storm,71,21,21,Independent,Medium,1,0
S_473,1/20/2024 16:00,112,0.7,22,78.4,42,0.3,E_23,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,72,22,22,Dependent,High,0,1
S_474,1/20/2024 17:00,113,0.8,23,90.4,43,0.35,E_24,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,73,23,23,Dependent,Medium,0,0
S_475,1/20/2024 18:00,114,0.9,24,102.6,44,0.4,E_25,Operational,Fault Detected,None,12/1/2024,Preventive,Fault Detected,9,190,24,44,Clear Weather,74,24,24,Independent,High,1,0
S_476,1/20/2024 19:00,115,0.5,25,57.5,45,0.2,E_26,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,75,25,25,Dependent,Medium,0,0
S_477,1/20/2024 20:00,116,0.6,26,69.6,46,0.25,E_27,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,76,26,26,Dependent,High,0,1
S_478,1/20/2024 21:00,117,0.7,27,81.9,47,0.3,E_28,Under Maintenance,Fault Detected,None,12/1/2024,Corrective,No Fault,7,220,22,42,Storm,77,27,27,Independent,Medium,1,0
S_479,1/20/2024 22:00,118,0.8,28,94.4,48,0.35,E_29,Operational,No Fault,None,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,78,28,28,Dependent,High,0,0
S_480,1/20/2024 23:00,119,0.9,29,107.1,49,0.4,E_30,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,79,29,29,Dependent,Medium,0,0
S_481,1/21/2024 0:00,110,0.5,20,55,40,0.2,E_31,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,80,30,0,Independent,High,1,1
S_482,1/21/2024 1:00,111,0.6,21,66.6,41,0.25,E_32,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,81,31,1,Dependent,Medium,0,0
S_483,1/21/2024 2:00,112,0.7,22,78.4,42,0.3,E_33,Operational,No Fault,None,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,82,32,2,Dependent,High,0,0
S_484,1/21/2024 3:00,113,0.8,23,90.4,43,0.35,E_34,Under Maintenance,Fault Detected,None,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,83,33,3,Independent,Medium,1,0
S_485,1/21/2024 4:00,114,0.9,24,102.6,44,0.4,E_35,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,84,34,4,Dependent,High,0,1
S_486,1/21/2024 5:00,115,0.5,25,57.5,45,0.2,E_36,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,85,35,5,Dependent,Medium,0,0
S_487,1/21/2024 6:00,116,0.6,26,69.6,46,0.25,E_37,Operational,Fault Detected,None,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,86,36,6,Independent,High,1,0
S_488,1/21/2024 7:00,117,0.7,27,81.9,47,0.3,E_38,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,87,37,7,Dependent,Medium,0,0
S_489,1/21/2024 8:00,118,0.8,28,94.4,48,0.35,E_39,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,88,38,8,Dependent,High,0,1
S_490,1/21/2024 9:00,119,0.9,29,107.1,49,0.4,E_40,Under Maintenance,Fault Detected,None,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,89,39,9,Independent,Medium,1,0
S_491,1/21/2024 10:00,110,0.5,20,55,40,0.2,E_41,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,90,40,10,Dependent,High,0,0
S_492,1/21/2024 11:00,111,0.6,21,66.6,41,0.25,E_42,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,91,41,11,Dependent,Medium,0,0
S_493,1/21/2024 12:00,112,0.7,22,78.4,42,0.3,E_43,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,92,42,12,Independent,High,1,1
S_494,1/21/2024 13:00,113,0.8,23,90.4,43,0.35,E_44,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,93,43,13,Dependent,Medium,0,0
S_495,1/21/2024 14:00,114,0.9,24,102.6,44,0.4,E_45,Operational,No Fault,None,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,94,44,14,Dependent,High,0,0
S_496,1/21/2024 15:00,115,0.5,25,57.5,45,0.2,E_46,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,95,45,15,Independent,Medium,1,0
S_497,1/21/2024 16:00,116,0.6,26,69.6,46,0.25,E_47,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,96,46,16,Dependent,High,0,1
S_498,1/21/2024 17:00,117,0.7,27,81.9,47,0.3,E_48,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,97,47,17,Dependent,Medium,0,0
S_499,1/21/2024 18:00,118,0.8,28,94.4,48,0.35,E_49,Operational,Fault Detected,None,12/1/2024,Preventive,Fault Detected,8,230,23,43,Clear Weather,98,48,18,Independent,High,1,0
S_500,1/21/2024 19:00,119,0.9,29,107.1,49,0.4,E_50,Under Maintenance,No Fault,None,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,99,49,19,Dependent,Medium,0,0
S_501,1/1/2024 0:00,111,0.6,19,50,39,0.19,E_1,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,0,0,0,Independent,High,1,1
S_502,1/1/2024 1:00,112,0.5,22,61.6,42,0.26,E_2,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,1,1,1,Dependent,Medium,0,0
S_503,1/1/2024 2:00,111,0.8,23,83.4,41,0.29,E_3,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,2,2,2,Dependent,High,0,0
S_504,1/1/2024 3:00,112,0.9,22,95.4,42,0.36,E_4,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,3,3,3,Independent,Medium,1,0
S_505,1/1/2024 4:00,115,1,23,107.6,45,0.39,E_5,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,4,4,4,Dependent,High,0,1
S_506,1/1/2024 5:00,114,0.6,24,62.5,44,0.19,E_6,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,5,5,5,Dependent,Medium,0,0
S_507,1/1/2024 6:00,115,0.5,27,74.6,45,0.24,E_7,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,6,6,6,Independent,High,1,0
S_508,1/1/2024 7:00,116,0.8,28,86.9,46,0.29,E_8,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,7,7,7,Dependent,Medium,0,0
S_509,1/1/2024 8:00,119,0.7,27,89.4,47,0.34,E_9,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,8,8,8,Dependent,High,0,1
S_510,1/1/2024 9:00,120,1,30,112.1,50,0.39,E_10,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,9,9,9,Independent,Medium,1,0
S_511,1/1/2024 10:00,109,0.4,19,50,39,0.19,E_11,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,10,10,10,Dependent,High,0,0
S_512,1/1/2024 11:00,112,0.5,22,71.6,40,0.26,E_12,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,11,11,11,Dependent,Medium,0,0
S_513,1/1/2024 12:00,111,0.8,21,73.4,41,0.29,E_13,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,12,12,12,Independent,High,1,1
S_514,1/1/2024 13:00,114,0.9,22,85.4,44,0.36,E_14,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,13,13,13,Dependent,Medium,0,0
S_515,1/1/2024 14:00,115,0.8,23,97.6,45,0.39,E_15,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,14,14,14,Dependent,High,0,0
S_516,1/1/2024 15:00,114,0.6,26,52.5,44,0.19,E_16,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,15,15,15,Independent,Medium,1,0
S_517,1/1/2024 16:00,117,0.5,27,64.6,47,0.26,E_17,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,16,16,16,Dependent,High,0,1
S_518,1/1/2024 17:00,118,0.8,26,86.9,46,0.29,E_18,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,17,17,17,Dependent,Medium,0,0
S_519,1/1/2024 18:00,117,0.7,29,89.4,49,0.36,E_19,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,8,230,23,43,Clear Weather,18,18,18,Independent,High,1,0
S_520,1/1/2024 19:00,118,1,30,102.1,50,0.41,E_20,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,19,19,19,Dependent,Medium,0,0
S_521,1/1/2024 20:00,111,0.4,21,50,39,0.21,E_21,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,20,20,20,Dependent,High,0,1
S_522,1/1/2024 21:00,112,0.5,20,61.6,40,0.26,E_22,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,6,160,21,41,Storm,21,21,21,Independent,Medium,1,0
S_523,1/1/2024 22:00,113,0.6,23,83.4,41,0.31,E_23,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,22,22,22,Dependent,High,0,0
S_524,1/1/2024 23:00,114,0.9,24,95.4,44,0.36,E_24,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,23,23,23,Dependent,Medium,0,0
S_525,1/2/2024 0:00,113,0.8,25,107.6,43,0.39,E_25,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,9,190,24,44,Clear Weather,24,24,24,Independent,High,1,1
S_526,1/2/2024 1:00,114,0.6,26,62.5,44,0.19,E_26,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,25,25,25,Dependent,Medium,0,0
S_527,1/2/2024 2:00,117,0.5,27,64.6,45,0.26,E_27,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,26,26,26,Dependent,High,0,0
S_528,1/2/2024 3:00,116,0.6,26,86.9,48,0.31,E_28,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,7,220,22,42,Storm,27,27,27,Independent,Medium,1,0
S_529,1/2/2024 4:00,119,0.7,29,89.4,49,0.34,E_29,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,28,28,28,Dependent,High,0,1
S_530,1/2/2024 5:00,120,1,28,112.1,48,0.39,E_30,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,29,29,29,Dependent,Medium,0,0
S_531,1/2/2024 6:00,109,0.6,19,50,41,0.21,E_31,Operational,Fault Detected,Overheating,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,30,30,0,Independent,High,1,0
S_532,1/2/2024 7:00,110,0.5,22,61.6,40,0.26,E_32,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,31,31,1,Dependent,Medium,0,0
S_533,1/2/2024 8:00,111,0.6,23,83.4,43,0.29,E_33,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,32,32,2,Dependent,High,0,1
S_534,1/2/2024 9:00,114,0.7,22,95.4,44,0.36,E_34,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,33,33,3,Independent,Medium,1,0
S_535,1/2/2024 10:00,115,1,23,97.6,43,0.41,E_35,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,34,34,4,Dependent,High,0,0
S_536,1/2/2024 11:00,116,0.6,26,52.5,44,0.19,E_36,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,35,35,5,Dependent,Medium,0,0
S_537,1/2/2024 12:00,115,0.7,27,74.6,45,0.24,E_37,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,36,36,6,Independent,High,1,1
S_538,1/2/2024 13:00,118,0.6,28,76.9,48,0.31,E_38,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,37,37,7,Dependent,Medium,0,0
S_539,1/2/2024 14:00,117,0.9,27,89.4,47,0.36,E_39,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,38,38,8,Dependent,High,0,0
S_540,1/2/2024 15:00,118,0.8,28,112.1,50,0.41,E_40,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,39,39,9,Independent,Medium,1,0
S_541,1/2/2024 16:00,109,0.6,19,60,39,0.19,E_41,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,40,40,10,Dependent,High,0,1
S_542,1/2/2024 17:00,112,0.7,22,61.6,40,0.24,E_42,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,41,41,11,Dependent,Medium,0,0
S_543,1/2/2024 18:00,111,0.8,21,83.4,41,0.31,E_43,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,42,42,12,Independent,High,1,0
S_544,1/2/2024 19:00,112,0.9,22,85.4,44,0.34,E_44,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,43,43,13,Dependent,Medium,0,0
S_545,1/2/2024 20:00,115,1,23,97.6,43,0.41,E_45,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,44,44,14,Dependent,High,0,1
S_546,1/2/2024 21:00,114,0.6,24,52.5,44,0.19,E_46,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,45,45,15,Independent,Medium,1,0
S_547,1/2/2024 22:00,117,0.5,25,64.6,45,0.26,E_47,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,46,46,16,Dependent,High,0,0
S_548,1/2/2024 23:00,118,0.8,28,86.9,48,0.29,E_48,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,47,47,17,Dependent,Medium,0,0
S_549,1/3/2024 0:00,119,0.9,29,99.4,49,0.36,E_49,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,8,230,23,43,Clear Weather,48,48,18,Independent,High,1,1
S_550,1/3/2024 1:00,118,1,30,102.1,48,0.41,E_50,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,49,49,19,Dependent,Medium,0,0
